Code,Board,Net Val(K),Net Vol,F.Buy Vol,F.Buy Val(K),F.Sell Vol,F.Sell Val(K),Last,AVG,Change,Volume,Value(K)
NELY,RG,10987,314,328,11477,14,490,352,351,0.57%,4652,163097
NEST,RG,272140,-10051,419,11109,10470,283248,262,263,0.00%,111894,2946830
NETV,RG,0,0,0,0,0,0,134,133,0.75%,16890,225076
NFCX,RG,15846,-91,0,0,91,15846,1750,1745,0.29%,373,65078
NICE,RG,291054,-6580,6393,279256,12973,570309,432,437,-3.14%,43097,1882147
NICK,RG,6042,43,43,6042,0,0,1375,1401,-1.08%,124,17375
NICL,RG,2362696,22235,44300,4702758,22065,2340062,1065,1064,-0.93%,174785,18588434
NIKL,RG,11776,-512,0,0,512,11776,230,230,0.00%,8682,199512
NIRO,RG,0,0,0,0,0,0,120,121,-1.64%,1089,13206
NISP,RG,468911,3377,4188,581408,811,112497,1385,1386,0.36%,20997,2910173
NOBU,RG,1406435,-25263,5164,288566,30427,1695001,555,557,-1.77%,55768,3106089
NPGF,RG,158744,-19913,110823,771324,130736,930068,64,71,6.67%,6408844,45408832
NRCA,RG,618418,7288,25914,2221189,18626,1602771,855,859,-2.29%,110066,9453959
NSSS,RG,469698,10613,43496,1915309,32883,1445612,436,440,0.46%,196796,8665268
NTBK,RG,144975,-21078,4432,27533,25510,172508,63,69,5.00%,9282817,63798630
NUSA,RG,0,0,0,0,0,0,50,0,0.00%,0,0
NZIA,RG,1163,-120,0,0,120,1163,96,97,-1.03%,3636,35214
OASA,RG,6281774,-251359,357549,9048739,608908,15330513,246,252,-0.81%,4357163,109957151
OBAT,RG,93668,-2085,259,11595,2344,105263,452,449,1.35%,20687,929029
OBMD,RG,38075,1362,3049,86222,1687,48147,280,281,2.19%,30888,869277
OCAP,RG,0,0,0,0,0,0,159,0,0.00%,0,0
OILS,RG,0,0,0,0,0,0,138,140,-0.72%,15374,214600
OKAS,RG,165939,-5948,147,4073,6095,170013,272,278,-2.16%,37123,1030975
OMED,RG,2477,132,147,2759,15,282,187,187,0.00%,2553,47756
OMRE,RG,0,0,0,0,0,0,426,0,0.00%,0,0
OPMS,RG,2015,-236,104,853,340,2868,82,83,-1.20%,61414,510525
PADA,RG,0,0,0,0,0,0,45,49,-8.16%,204589,997794
PADI,RG,0,0,0,0,0,0,78,76,0.00%,157381,1191260
PALM,RG,538451,-12298,3265,144368,15563,682819,422,436,4.46%,53320,2322564
PAMG,RG,106156,-13308,25783,198916,39091,305072,76,77,0.00%,282069,2184351
PANI,RG,404900,263,896,1376188,633,971288,15200,15345,-2.25%,76128,116815343
PANR,RG,427911,-5675,8658,659883,14333,1087794,755,761,0.00%,77367,5884770
PANS,RG,72122,-517,0,0,517,72122,1390,1389,-0.36%,3486,484238
PART,RG,94092,-8177,88629,1055591,96806,1149682,124,120,7.83%,1452647,17376848
PBID,RG,0,0,0,0,0,0,490,490,0.00%,4094,200668
PBRX,RG,253208,-64925,0,0,64925,253208,39,39,8.33%,1065939,4133936
PBSA,RG,24032,-352,23364,2068708,23716,2092740,875,884,-0.57%,48795,4313776
PCAR,RG,0,0,0,0,0,0,42,42,5.00%,54834,227672
PDES,RG,0,0,0,0,0,0,478,478,0.00%,3,143
PDPP,RG,40793,857,1075,51606,218,10813,500,495,-0.99%,5759,285269
PEGE,RG,16435,1427,2509,28854,1082,12419,115,116,1.77%,41978,486324
PEHA,RG,0,0,0,0,0,0,330,331,-1.20%,123,4067
PEVE,RG,0,0,0,0,0,0,446,448,0.00%,1426,63859
PGAS,RG,32782317,185909,326110,57485948,140201,24703631,1770,1763,0.57%,488412,86090830
PGEO,RG,2274069,15967,44811,6435949,28844,4161880,1445,1438,0.70%,292396,42053202
PGLI,RG,0,0,0,0,0,0,181,179,1.69%,672,12032
PGUN,RG,0,0,0,0,0,0,3850,0,0.00%,0,0
PICO,RG,75,6,21,292,15,217,142,141,-2.74%,10108,142039
PIPA,RG,103396,6987,17149,270049,10162,166653,156,160,-10.86%,1437280,23053648
PJAA,RG,0,0,0,0,0,0,498,499,0.00%,1288,64293
PKPK,RG,17715,296,296,17715,0,0,590,601,0.00%,3346,201222
PLAS,RG,0,0,0,0,0,0,50,0,0.00%,0,0
PLIN,RG,0,0,0,0,0,0,2510,0,0.00%,0,0
PMJS,RG,0,0,0,0,0,0,118,119,-0.84%,2412,28682
PMMP,RG,0,0,0,0,0,0,50,0,0.00%,0,0
PMUI,RG,25098,-1889,3939,51506,5828,76604,129,131,-4.44%,176457,2307001
PNBN,RG,1796737,15613,36013,4133456,20400,2336719,1155,1145,0.43%,68071,7796100
PNBS,RG,16154,-2834,634,3614,3468,19768,57,57,-1.72%,505340,2873742
PNGO,RG,0,0,0,0,0,0,2500,2524,-1.19%,53,13377
PNIN,RG,1362,-16,5,423,21,1784,845,843,0.00%,4458,375932
PNLF,RG,2984336,-116841,121577,3112305,238418,6096641,256,256,-0.78%,792115,20266648
PNSE,RG,919,-11,0,0,11,919,835,837,1.21%,1107,92708
POLA,RG,49109,-18888,0,0,18888,49109,24,25,0.00%,692364,1707273
POLI,RG,0,0,0,0,0,0,765,774,-2.55%,11,852
POLL,RG,0,0,0,0,0,0,112,0,0.00%,0,0
POLU,RG,168223,188,352,290105,164,121883,8625,8071,19.79%,2921,2357570
POLY,RG,2675,-1070,0,0,1070,2675,26,25,8.33%,9191,23200
POOL,RG,0,0,0,0,0,0,50,0,0.00%,0,0
PORT,RG,93,1,1,93,0,0,915,916,-0.54%,1060,97127
POSA,RG,0,0,0,0,0,0,50,0,0.00%,0,0
POWR,RG,69199,1019,4404,308886,3385,239687,705,704,-0.70%,27802,1958094
PPRE,RG,184591,16918,51881,590992,34963,406400,107,114,-13.01%,1719772,19595599
PPRI,RG,44399,1051,30949,873943,29898,829544,286,280,10.00%,494402,13828929
PPRO,RG,0,0,0,0,0,0,21,0,0.00%,0,0
PRAY,RG,2790,-40,0,0,40,2790,695,689,0.00%,134,9238
PRDA,RG,32947,-123,0,0,123,32947,2690,2673,0.75%,341,91146
PRIM,RG,209411,-22010,4706,44565,26716,253976,93,94,-1.06%,408206,3852921
PSAB,RG,37300973,-627868,264503,16016868,892371,53317841,565,600,-7.38%,3048076,182795676
PSAT,RG,141862,-979,941,137836,1920,279698,1440,1459,0.00%,6645,969214
PSDN,RG,38142,-3600,1300,13218,4900,51360,105,103,6.06%,82853,851046
PSGO,RG,4696,-228,5,103,233,4800,206,207,0.00%,7405,153037
PSKT,RG,0,0,0,0,0,0,117,117,0.00%,211928,2476208
PSSI,RG,3292,-93,0,0,93,3292,354,354,0.57%,2169,76878
PTBA,RG,1548879,6412,10341,2498565,3929,949686,2410,2410,-0.41%,123868,29850209
PTDU,RG,0,0,0,0,0,0,16,0,0.00%,0,0
PTIS,RG,3753,-92,0,0,92,3753,416,414,2.97%,581,24053
PTMP,RG,63080,6451,11118,108366,4667,45286,96,97,-3.03%,115328,1121356
PTMR,RG,0,0,0,0,0,0,374,0,0.00%,0,0
PTPP,RG,474055,-11201,28938,1167367,40139,1641421,404,407,0.00%,287170,11674655
PTPS,RG,701602,-39929,2995,52308,42924,753909,173,175,-2.81%,119426,2090439
PTPW,RG,0,0,0,0,0,0,950,950,0.00%,342,32479
PTRO,RG,510984,1494,19211,7104421,17717,6593437,3690,3707,-0.27%,220530,81748742
PTSN,RG,205613,-4069,4540,225351,8609,430964,472,490,-7.45%,80936,3968838
PTSP,RG,11721,-116,280,32261,396,43981,945,1105,-7.80%,18348,2026675
PUDP,RG,0,0,0,0,0,0,224,227,-2.61%,294,6664
PURA,RG,945,315,715,2145,400,1200,30,30,7.14%,115431,346293
PURE,RG,0,0,0,0,0,0,51,0,0.00%,0,0
PURI,RG,0,0,0,0,0,0,185,188,-2.12%,2931,54986
PWON,RG,4643194,124575,380596,14143084,256021,9499890,372,371,0.54%,488008,18119582
PYFA,RG,20790152,-355290,57015,3393733,412305,24183885,570,584,-10.94%,1308403,76473095
PZZA,RG,466271,-21749,6071,130242,27820,596513,214,214,1.90%,59833,1282090
RAAM,RG,344436,-12085,15003,430684,27088,775120,284,287,-2.07%,162793,4665478
RAFI,RG,0,0,0,0,0,0,15,0,0.00%,0,0
RAJA,RG,3317180,12201,86111,24040610,73910,20723430,2710,2799,0.37%,849565,237825565
RALS,RG,119866,-3063,12,470,3075,120336,394,392,1.03%,20231,792636
RANC,RG,0,0,0,0,0,0,418,418,1.95%,22,919
RATU,RG,1420753,-2343,3746,2270890,6089,3691643,5975,6058,0.00%,37015,22423348
RBMS,RG,0,0,0,0,0,0,34,34,0.00%,12643,42986
RDTX,RG,0,0,0,0,0,0,12075,12059,0.42%,8,9648
REAL,RG,100000,-20000,0,0,20000,100000,50,50,8.70%,459596,2288285
RELI,RG,2115,-32,0,0,32,2115,650,652,-0.76%,319,20807
RGAS,RG,118730,9017,47880,573405,38863,454675,112,117,-5.08%,509799,5971302
RICY,RG,0,0,0,0,0,0,63,63,8.62%,41371,260637
RIGS,RG,8047,-95,143,11583,238,19630,815,823,0.62%,5515,454044
RIMO,RG,0,0,0,0,0,0,50,0,0.00%,0,0
RISE,RG,55232,-550,0,0,550,55232,1000,1005,-0.99%,6417,644916
RMKE,RG,841156,-8971,4875,458000,13846,1299156,940,940,-1.05%,39247,3687308
RMKO,RG,74088,5024,5796,85359,772,11271,143,147,-9.49%,103327,1520213
ROCK,RG,0,0,0,0,0,0,625,625,0.00%,1,63
RODA,RG,0,0,0,0,0,0,46,46,0.00%,2778,12779
RONY,RG,0,0,0,0,0,0,2990,0,0.00%,0,0
ROTI,RG,41199,515,515,41199,0,0,800,798,0.00%,2143,171029
RSCH,RG,62872,-1700,0,0,1700,62872,370,369,0.00%,73699,2721962
RSGK,RG,0,0,0,0,0,0,980,0,0.00%,0,0
RUIS,RG,22425,-1005,3000,71098,4005,93524,230,233,2.68%,37034,864207
SAFE,RG,0,0,0,0,0,0,186,187,0.00%,2158,40380
SAGE,RG,0,0,0,0,0,0,42,42,2.44%,72432,303002
SAME,RG,118735,-3425,377,12767,3802,131502,334,341,-4.57%,23630,804791
SAMF,RG,739,22,22,739,0,0,332,335,-0.60%,730,24422
SAPX,RG,4029,-129,0,0,129,4029,310,310,-0.64%,1917,59504
SATU,RG,32583,-1314,20,492,1334,33075,246,247,-0.81%,41664,1029880
SBAT,RG,0,0,0,0,0,0,1,0,0.00%,0,0
SBMA,RG,0,0,0,0,0,0,138,137,1.47%,41383,566099
SCCO,RG,30344,-132,0,0,132,30344,2290,2289,-1.29%,384,87889
SCMA,RG,703543,-18084,429864,13945636,447948,14649179,322,325,-3.01%,1516764,49357985
SCNP,RG,228,13,13,228,0,0,180,177,-1.64%,251,4454
SCPI,RG,0,0,0,0,0,0,29000,0,0.00%,0,0
SDMU,RG,0,0,0,0,0,0,55,55,10.00%,180633,993482
SDPC,RG,0,0,0,0,0,0,133,133,-0.75%,2210,29430
SDRA,RG,30,-1,0,0,1,30,300,301,-0.66%,553,16671
SEMA,RG,0,0,0,0,0,0,102,100,0.00%,34493,346560
SFAN,RG,2490,13,13,2490,0,0,1910,1915,-0.26%,733,140369
SGER,RG,1274663,38336,67459,2250816,29123,976152,336,336,0.60%,1240454,41683763
SGRO,RG,412028,-946,2120,927126,3066,1339154,4350,4371,-0.91%,7172,3134536
SHID,RG,0,0,0,0,0,0,915,908,0.00%,47,4267
SHIP,RG,7187,-16,0,0,16,7187,4500,4562,0.00%,426,194334
SICO,RG,0,0,0,0,0,0,122,123,-1.61%,21670,266570
SIDO,RG,2421017,45550,53898,2865961,8348,444944,530,531,0.95%,119158,6330281
SILO,RG,475081,2169,5112,1116244,2943,641163,2200,2183,0.46%,5804,1266864
SIMA,RG,0,0,0,0,0,0,50,0,0.00%,0,0
SIMP,RG,1378212,21158,57741,3817605,36583,2439394,660,662,0.76%,264454,17516177
SINI,RG,0,0,0,0,0,0,3790,3607,4.70%,394,142123
SIPD,RG,0,0,0,0,0,0,735,735,-0.68%,3,221
SKBM,RG,0,0,0,0,0,0,360,357,0.00%,46,1643
SKLT,RG,20,-1,99,1970,100,1990,193,197,-1.53%,1546,30426
SKRN,RG,47312,-1181,184,7397,1365,54709,402,401,-0.99%,13912,557678
SKYB,RG,0,0,0,0,0,0,51,0,0.00%,0,0
SLIS,RG,105341,9509,79985,769833,70476,664492,90,96,-14.29%,4706198,45165342
SMAR,RG,31455,-52,101,58098,153,89553,5850,5825,-2.09%,1882,1096263
SMBR,RG,1634520,-53390,40582,1218092,93972,2852612,292,301,-1.35%,390187,11737635
SMCB,RG,0,0,0,0,0,0,775,0,0.00%,0,0
SMDM,RG,3154,-38,0,0,38,3154,830,826,0.00%,454,37510
SMDR,RG,9598,-227,16784,564792,17011,574391,336,336,-1.18%,137937,4637166
SMGA,RG,2691172,263203,379694,3890646,116491,1199474,105,103,-0.94%,1212568,12442152
SMGR,RG,723169,2640,22791,6393515,20151,5670346,2780,2808,-0.71%,54622,15337710
SMIL,RG,16698680,332275,444781,22371033,112506,5672353,520,496,7.00%,1689581,83832995
SMKL,RG,337,20,20,337,0,0,168,168,0.60%,1406,23631
SMLE,RG,6040,-400,0,0,400,6040,150,151,-0.66%,5980,90410
SMMA,RG,62405,-37,119,194150,156,256555,16200,16370,-2.26%,498,815218
SMMT,RG,113395,-921,920,109094,1841,222489,1210,1209,11.01%,13365,1615774
SMRA,RG,382828,8495,29470,1328769,20975,945940,452,451,0.44%,194278,8752445
SMRU,RG,0,0,0,0,0,0,50,0,0.00%,0,0
SMSM,RG,213727,-1102,2255,438084,3357,651810,1945,1942,0.00%,5189,1007811
SNLK,RG,112621,2367,10281,484480,7914,371859,476,471,1.28%,92332,4350048
SOCI,RG,86973,-4515,1425,27386,5940,114359,193,193,0.52%,66780,1287982
SOHO,RG,227,3,3,227,0,0,760,760,0.66%,334,25380
SOLA,RG,22158,1519,11766,173924,10247,151766,148,148,1.37%,213198,3148928
SONA,RG,5412,12,48,22945,36,17533,4650,4721,1.09%,4504,2126138
SOSS,RG,0,0,0,0,0,0,1015,0,0.00%,0,0
SOTS,RG,0,0,0,0,0,0,266,256,0.00%,15,383
SPMA,RG,0,0,0,0,0,0,292,290,-0.68%,979,28386
SPTO,RG,18042,269,488,32823,219,14781,670,673,0.00%,2205,148397
SQMI,RG,0,0,0,0,0,0,43,0,0.00%,0,0
SRAJ,RG,1242668,1524,1826,1490323,302,247655,8225,8174,0.30%,5880,4806043
SRIL,RG,0,0,0,0,0,0,146,0,0.00%,0,0
SRSN,RG,35174,-5083,706,4801,5789,39975,68,72,0.00%,1749868,12674071
SRTG,RG,582880,-1326,98144,19952465,99470,20535344,2030,2061,7.12%,703620,144984790
SSIA,RG,2213594,10789,52322,11178511,41533,8964917,2130,2144,-4.48%,386859,82943826
SSMS,RG,2324572,-16154,14820,2130640,30974,4455211,1410,1446,-4.08%,124383,17991173
SSTM,RG,12544,-284,938,33872,1222,46416,292,376,-8.75%,106532,4006769
STAA,RG,1040748,-10181,11167,1141402,21348,2182150,1025,1023,-0.97%,109076,11157417
STAR,RG,0,0,0,0,0,0,47,47,9.30%,3454,16234
STRK,RG,2116559,111415,280697,5587309,169282,3470750,210,202,11.11%,955281,19325209
STTP,RG,0,0,0,0,0,0,10375,10405,-0.24%,30,31215
SUGI,RG,0,0,0,0,0,0,50,0,0.00%,0,0
SULI,RG,19200,2000,2000,19200,0,0,96,96,-1.03%,10981,105485
SUNI,RG,46835,589,1308,102988,719,56154,785,784,0.64%,4290,336140
SUPR,RG,0,0,0,0,0,0,43850,0,0.00%,0,0
SURE,RG,300,-1,0,0,1,300,3000,2994,-0.66%,105,31436
SURI,RG,1564553,141938,468187,5224508,326249,3659956,117,112,3.54%,6475111,72269729
SWAT,RG,0,0,0,0,0,0,16,0,0.00%,0,0
SWID,RG,828,81,2429,23626,2348,22798,96,96,3.23%,39854,382769
TALF,RG,0,0,0,0,0,0,344,353,-7.03%,834,29448
TAMA,RG,0,0,0,0,0,0,36,36,9.09%,10468,37685
TAMU,RG,0,0,0,0,0,0,28,28,3.70%,275712,763340
TAPG,RG,5623491,39406,93357,13316218,53951,7692727,1415,1426,-1.05%,160878,22933473
TARA,RG,0,0,0,0,0,0,33,33,10.00%,22684,74857
TAXI,RG,0,0,0,0,0,0,16,16,6.67%,2338818,3674182
TAYS,RG,4020,-499,380,2888,879,6908,76,76,-1.30%,410614,3116403
TBIG,RG,1188193,6421,6798,1257827,377,69634,1850,1848,2.49%,8655,1599044
TBLA,RG,375632,-4949,2200,165654,7149,541286,750,755,-1.32%,16068,1212973
TBMS,RG,0,0,0,0,0,0,1030,1045,-1.44%,571,59691
TCID,RG,17642,-71,0,0,71,17642,2470,2483,0.00%,77,19122
TCPI,RG,3321160,5880,9629,5432175,3749,2111015,5700,5628,-0.44%,89309,50265978
TDPM,RG,0,0,0,0,0,0,119,0,0.00%,0,0
TEBE,RG,1479356,8859,22407,3799344,13548,2319988,1680,1698,-5.62%,111725,18968608
TECH,RG,0,0,0,0,0,0,50,0,0.00%,0,0
TELE,RG,0,0,0,0,0,0,9,0,0.00%,0,0
TFAS,RG,9571,-670,50,680,720,10251,136,139,2.26%,23591,327144
TFCO,RG,0,0,0,0,0,0,498,0,0.00%,0,0
TGKA,RG,0,0,0,0,0,0,5775,5775,-0.43%,3,1733
TGRA,RG,0,0,0,0,0,0,27,0,0.00%,0,0
TGUK,RG,0,0,0,0,0,0,137,0,0.00%,0,0
TIFA,RG,0,0,0,0,0,0,408,406,-0.97%,386,15678
TINS,RG,5292706,-49868,9354,972832,59222,6265538,1030,1049,-3.29%,254954,26732116
TIRA,RG,1112,-7,0,0,7,1112,1590,1570,-2.75%,358,56197
TIRT,RG,0,0,0,0,0,0,44,0,0.00%,0,0
TKIM,RG,4432885,-5765,1512,1158435,7277,5591320,7575,7666,-1.94%,13967,10706810
TLDN,RG,72509,-884,3267,240127,4151,312635,720,734,-5.88%,45252,3319651
TLKM,RG,27550713,87688,287300,90298948,199612,62748235,3150,3144,1.29%,372238,117027551
TMAS,RG,66969,-4867,53,728,4920,67697,138,137,2.99%,28438,390253
TMPO,RG,121333,-4613,11051,263894,15664,385227,228,234,-14.93%,203640,4764203
TNCA,RG,3678,-210,0,0,210,3678,174,176,-1.14%,9054,159714
TOBA,RG,5121736,-40557,35765,4446581,76322,9568317,1230,1248,-1.99%,511707,63867542
TOOL,RG,139940,-21144,334,2238,21478,142177,65,68,1.56%,585334,4007067
TOPS,RG,0,0,0,0,0,0,1,0,0.00%,0,0
TOSK,RG,209337,31713,166269,1158535,134556,949197,65,70,-9.72%,3574390,24881450
TOTL,RG,253292,3304,3717,284877,413,31585,770,769,1.32%,22453,1726087
TOTO,RG,27366,-1069,10,256,1079,27622,258,256,0.78%,9941,254184
TOWR,RG,1412938,-23498,34879,2101173,58377,3514111,600,601,0.84%,393156,23647244
TOYS,RG,0,0,0,0,0,0,8,0,0.00%,0,0
TPIA,RG,2799393,-3456,16966,13769543,20422,16568935,8125,8112,-0.61%,35075,28451250
TPMA,RG,359503,6149,7245,423833,1096,64330,585,585,-0.85%,40360,2360376
TRAM,RG,0,0,0,0,0,0,50,0,0.00%,0,0
TRGU,RG,13451,-771,0,0,771,13451,174,174,0.00%,2968,51607
TRIL,RG,0,0,0,0,0,0,50,0,0.00%,0,0
TRIM,RG,55581,-1476,536,20475,2012,76056,376,381,-1.05%,10479,399540
TRIN,RG,301,-32,0,0,32,301,94,93,1.08%,26176,244320
TRIO,RG,0,0,0,0,0,0,426,0,0.00%,0,0
TRIS,RG,14169,-713,236,4602,949,18771,197,197,0.00%,7157,140826
TRJA,RG,0,0,0,0,0,0,137,139,-0.72%,6215,86112
TRON,RG,519248,-58208,0,0,58208,519248,89,90,-3.26%,105412,945280
TRST,RG,110,-2,7,336,9,446,496,495,-0.80%,338,16732
TRUE,RG,6410,-1105,0,0,1105,6410,60,59,3.45%,137354,809536
TRUK,RG,0,0,0,0,0,0,196,206,-2.97%,20487,422645
TRUS,RG,0,0,0,0,0,0,472,472,-1.67%,117,5525
TSPC,RG,27952,-123,645,145772,768,173724,2270,2267,1.34%,3300,747961
TUGU,RG,112717,1163,3571,343775,2408,231058,960,961,-0.52%,24146,2319417
TYRE,RG,1228,-94,0,0,94,1228,129,129,-1.53%,5100,65625
UANG,RG,0,0,0,0,0,0,775,775,9.93%,9395,728113
UCID,RG,528926,-11543,31340,1433113,42883,1962038,460,458,0.00%,56256,2575665
UFOE,RG,0,0,0,0,0,0,175,175,-1.13%,781,13697
ULTJ,RG,401594,-3151,986,126066,4137,527660,1275,1276,-0.39%,15941,2033890
UNIC,RG,0,0,0,0,0,0,7975,7994,-0.93%,17,13590
UNIQ,RG,2550700,-70366,9727,349629,80093,2900329,362,364,-5.24%,387507,14108349
UNIT,RG,0,0,0,0,0,0,316,0,0.00%,0,0
UNSP,RG,0,0,0,0,0,0,168,171,-1.75%,6339,108423
UNTD,RG,7442,-886,1292,10853,2178,18295,83,84,-1.19%,99685,835993
UNTR,RG,1753608,-688,13975,35693740,14663,37447348,25350,25570,-0.98%,31768,81230183
UNVR,RG,11924780,-70150,159610,27287423,229760,39212202,1705,1708,-0.29%,277023,47322781
URBN,RG,1011,73,73,1011,0,0,139,141,-2.80%,4376,61820
UVCR,RG,1236,-167,0,0,167,1236,75,78,1.35%,320843,2490140
VAST,RG,97436,-5513,452,8003,5965,105439,175,177,-1.13%,27297,483457
VERN,RG,117242,-8462,1329,17924,9791,135166,132,136,-7.04%,146106,1988738
VICI,RG,861,-14,0,0,14,861,615,615,0.00%,6228,383192
VICO,RG,6408,-314,432,7949,746,14357,184,187,0.55%,20257,378297
VINS,RG,1271,-75,456,5746,531,7016,126,129,0.00%,3157,40752
VISI,RG,23772,-1660,225,3235,1885,27007,142,144,0.00%,87227,1258402
VIVA,RG,786893,-231439,0,0,231439,786893,34,34,9.68%,364516,1239354
VKTR,RG,850294,-72408,13773,157183,86181,1007477,111,116,-10.48%,484529,5619460
VOKS,RG,4229,-160,29,760,189,4988,254,260,-5.22%,3957,102951
VRNA,RG,837,-74,809,7443,883,8280,91,92,0.00%,14361,132483
VTNY,RG,32426,-2985,5842,61003,8827,93429,104,104,-1.89%,157662,1644087
WAPO,RG,231534,-9662,39027,855010,48689,1086544,206,219,0.00%,1142196,24969397
WEGE,RG,290655,-26545,146246,1205185,172791,1495840,79,88,-7.06%,8465273,74433670
WEHA,RG,83,-7,0,0,7,83,117,117,0.00%,11648,136430
WICO,RG,0,0,0,0,0,0,123,0,0.00%,0,0
WIFI,RG,22613547,87496,165639,42931915,78143,20318368,2580,2594,0.78%,768937,199449450
WIIM,RG,61576,777,817,64748,40,3172,795,792,0.63%,6913,547359
WIKA,RG,0,0,0,0,0,0,204,0,0.00%,0,0
WINE,RG,0,0,0,0,0,0,214,215,0.00%,4332,93009
WINR,RG,0,0,0,0,0,0,30,29,0.00%,262317,770008
WINS,RG,9044,-216,1825,74021,2041,83065,402,406,-1.95%,21041,853637
WIRG,RG,3987437,-211701,680263,12130084,891964,16117522,177,181,-0.56%,7973733,143964181
WMPP,RG,0,0,0,0,0,0,12,0,0.00%,0,0
WMUU,RG,0,0,0,0,0,0,17,17,0.00%,1206894,2107254
WOMF,RG,0,0,0,0,0,0,342,339,0.59%,444,15070
WOOD,RG,567849,-15493,385,14181,15878,582030,370,368,-0.54%,49864,1835621
WOWS,RG,10189,-815,0,0,815,10189,123,128,-14.58%,2582931,33111555
WSBP,RG,165000,50000,50005,165017,5,17,33,33,10.00%,3803841,12552675
WSKT,RG,0,0,0,0,0,0,202,0,0.00%,0,0
WTON,RG,16506,-658,54015,578855,54673,595361,105,108,-6.25%,710963,7664928
YELO,RG,0,0,0,0,0,0,61,62,-4.69%,50254,312289
YOII,RG,0,0,0,0,0,0,96,95,0.00%,27718,263795
YPAS,RG,0,0,0,0,0,0,354,0,0.00%,0,0
YULE,RG,0,0,0,0,0,0,2700,2700,0.00%,5,1350
YUPI,RG,3738,-23,0,0,23,3738,1615,1614,-0.62%,233,37604
ZATA,RG,0,0,0,0,0,0,26,26,8.33%,108372,281767
ZBRA,RG,0,0,0,0,0,0,50,0,0.00%,0,0
ZINC,RG,1540,-700,0,0,700,1540,22,22,10.00%,305930,673046
ZONE,RG,0,0,0,0,0,0,740,741,0.00%,1275,94453
ZYRX,RG,13614,-864,937,14838,1801,28452,155,159,0.65%,32241,511382

